id;nome;codigo;preco;situacao;tipo;unidade;estoque;categoria
16672608996;"BRINCO DUPLA ARGOLA 4 DOURADA";"3104000006003";12;A;P;"";10;""
16672608995;"BRINCO DUPLA ARGOLA 3 DOURADA";"3104000006002";12;A;P;"";10;""
16672608994;"BRINCO DUPLA ARGOLA 2 DOURADA";"3104000006001";12;A;P;"";10;""
16672608993;"BRINCO DUPLA ARGOLA 1 DOURADA";"3104000006000";12;A;P;"";10;""
16672604883;"MEIA INFANTIL CAPIVARA";"3104000005881";24;A;P;"";5;""
16672562347;"MEIA INFANTIL";"";24;A;P;"";;""
16672486383;"MEIA INFANTIL TAMANHOS 2-4";"3104000005880";12;A;P;"";16;""
16672486380;"MEIA INFANTIL TAMANHOS 6-8";"3104000005878";12;A;P;"";12;""
16672486379;"MEIA INFANTIL TAMANHOS 0-2";"3104000005877";12;A;P;"";16;""
16672486377;"MEIA INFANTIL TAMANHOS 4-6";"3104000005879";12;A;P;"";20;""
16672485235;"MEIA INFANTIL TAMANHOS";"";12;A;P;"";;""
16672478442;"MANGUITO UV PROTECTION";"3104000005876";17;A;P;"";24;""
16672470958;"MEIA CALÇA FEMININA TRANSP. 20D CORAÇÕES";"3104000005875";24;A;P;"";23;""
16672454119;"MEIA CALÇA ARRASTÃO FEMININA C/ STRASS";"3104000005874";24;A;P;"";48;""
16672383806;"COLAR COUNTRY BEGE CORAÇÃO C/ STRASS";"3104000005873";12;A;P;"";1;""
16672359894;"COLAR COUNTRY CHOKER LISA CAFE BOI";"3104000005872";12;A;P;"";4;""
16672359887;"COLAR COUNTRY CHOKER LISA MARROM BOI";"3104000005871";12;A;P;"";9;""
16672359881;"COLAR COUNTRY CHOKER 4";"3104000005870";12;A;P;"";6;""
16672359873;"COLAR COUNTRY CHOKER PRETA FERRADURA";"3104000005869";12;A;P;"";4;""
16672359864;"COLAR COUNTRY CHOKER 1";"3104000005868";12;A;P;"";2;""
16672359857;"COLAR COUNTRY CHOKER 2";"3104000005867";12;A;P;"";3;""
16672359847;"COLAR COUNTRY PRETO STRASS";"3104000005866";12;A;P;"";2;""
16672316539;"COLAR COUNTRY CAFE CAVALO CORAÇÃO";"3104000005865";12;A;P;"";6;""
16672316537;"COLAR COUNTRY MARROM CORACAO";"3104000005864";12;A;P;"";2;""
16672316535;"COLAR COUNTRY MARROM CHAPEU PEQUENO";"3104000005863";12;A;P;"";3;""
16672316533;"COLAR COUNTRY MARROM CAVALO CORACAO";"3104000005862";12;A;P;"";6;""
16672316530;"COLAR COUNTRY PRETO BOTINA";"3104000005861";12;A;P;"";6;""
16672316527;"COLAR COUNTRY PRETO CHAPEU PEQUENO";"3104000005860";12;A;P;"";4;""
16672316522;"COLAR COUNTRY PRETO CAVALO";"3104000005859";12;A;P;"";5;""
16672316521;"COLAR COUNTRY PRETO CHAPEU GRANDE";"3104000005858";12;A;P;"";6;""
16672316520;"COLAR COUNTRY CHOKER 3";"3104000005857";12;A;P;"";2;""
16672316518;"COLAR COUNTRY BEGE CAVALO STRASS";"3104000005856";12;A;P;"";12;""
16672316515;"COLAR COUNTRY PRETO CAVALO ARCO STRASS";"3104000005855";12;A;P;"";6;""
16672316513;"COLAR COUNTRY PRETO NSA STRASS";"3104000005854";12;A;P;"";1;""
16672316511;"COLAR COUNTRY PRETO FERRADURA STRASS";"3104000005853";12;A;P;"";4;""
16672316507;"COLAR COUNTRY PRETO CAVALO CORAÇÃO STRASS";"3104000005852";12;A;P;"";15;""
16672316504;"COLAR COUNTRY PRETO CRUZ STRASS";"3104000005851";12;A;P;"";6;""
16672316502;"COLAR COUNTRY MARROM BOI STRASS";"3104000005850";12;A;P;"";6;""
16672316500;"COLAR COUNTRY MARROM CRUZ STRASS";"3104000005849";12;A;P;"";4;""
16672316498;"COLAR COUNTRY MARROM BOTINA STRASS";"3104000005848";12;A;P;"";6;""
16672316497;"COLAR COUNTRY MARROM CHAPEU STRASS";"3104000005847";12;A;P;"";2;""
16672316495;"COLAR COUNTRY MARROM CAVALO C/ STRASS";"3104000005845";12;A;P;"";5;""
16672065368;"BRINCO 1 TRIPLA ARGOLA PRATA";"3104000005844";12;A;P;"";4;""
16672065363;"BRINCO 1 TRIPLA ARGOLA DOURADA";"3104000005843";12;A;P;"";6;""
16672065360;"BRINCO TRIPLA ARGOLA PRATA";"3104000005840";12;A;P;"";3;""
16672065357;"BRINCO TRIPLA ARGOLA DOURADA";"3104000005839";12;A;P;"";8;""
16672061463;"BRINCO";"";12;A;P;"";;""
16672054987;"PROMOÇÃO DE 15,00";"3104000005842";15;A;P;"";0;""
16672054650;"PROMOÇÃO DE 6,00";"3104000005841";6;A;P;"";-3;""
16672029492;"BRINCO PRESSÃO LAÇO PRATA";"3104000005838";12;A;P;"";0;""
16672029483;"BRINCO PRESSÃO LAÇO DOURADO";"3104000005837";12;A;P;"";0;""
16671911578;"BRINCO PRESSÃO DUPLO DOURADO";"3104000005836";12;A;P;"";7;""
16671911575;"BRINCO PRESSÃO DUPLO PRATA";"3104000005835";12;A;P;"";4;""
16671862255;"BRINCO PRESSÃO ESPIRAL DOURADO";"3104000005833";12;A;P;"";8;""
16671862253;"BRINCO PRESSÃO ESPIRAL PRATA";"3104000005834";12;A;P;"";4;""
16671854587;"BRINCO PRESSÃO 2 GOTA DOURADA";"3104000005832";12;A;P;"";8;""
16671854584;"BRINCO PRESSÃO 2 GOTA PRATA";"3104000005831";12;A;P;"";4;""
16671844542;"BRINCO PRESSÃO 1 GOTA DOURADA";"3104000005830";12;A;P;"";8;""
16671844540;"BRINCO PRESSÃO 1 GOTA PRATA";"3104000005829";12;A;P;"";4;""
16671821326;"BRINCO PRESSÃO 1 DOURADO";"3104000005828";12;A;P;"";8;""
16671821325;"BRINCO PRESSÃO 1 PRATA";"3104000005827";12;A;P;"";4;""
16671789836;"MICROFONE C/BLUETOOTH ROSE GOLD";"3104000005826";36;A;P;"";8;""
16671789832;"MICROFONE C/BLUETOOTH DOURADO";"3104000005825";36;A;P;"";5;""
16671789829;"MICROFONE C/BLUETOOTH PRATA";"3104000005824";36;A;P;"";4;""
16671789828;"MICROFONE C/BLUETOOTH ROSA";"3104000005823";36;A;P;"";13;""
16671789825;"MICROFONE C/BLUETOOTH AZUL";"3104000005822";36;A;P;"";8;""
16671789822;"MICROFONE C/BLUETOOTH PRETO";"3104000000630";36;A;P;"";15;""
16671784001;"CAIXA DE SOM + MICROFONE AZUL";"3104000005821";48;A;P;"";20;""
16671783993;"CAIXA DE SOM + MICROFONE ROSA";"3104000005820";48;A;P;"";14;""
16671783988;"CAIXA DE SOM + MICROFONE NUDE";"3104000005819";48;A;P;"";7;""
16671781335;"LUMINARIA LED P/ESCREVER QUADRADO";"3104000005818";24;A;P;"";0;""
16671781332;"LUMINARIA LED P/ESCREVER CORAÇÃO";"3104000005817";24;A;P;"";72;""
16671775461;"PAPA BOLINHA A PILHA CINZA";"3104000005816";24;A;P;"";4;""
16671775458;"PAPA BOLINHA A PILHA ROSA";"3104000005815";24;A;P;"";15;""
16671775454;"PAPA BOLINHA A PILHA AZUL";"3104000005814";24;A;P;"";4;""
16671775451;"PAPA BOLINHA A PILHA BRANCO";"3104000005813";24;A;P;"";6;""
16671771004;"MINI ROBÔ ASPIRADOR BRANCO";"3104000005812";48;A;P;"";3;""
16671771002;"MINI ROBÔ ASPIRADOR PRETO";"3104000005811";48;A;P;"";3;""
16671750657;"KIT LANCHE INFANTIL";"3104000005669";8;A;P;"";0;""
16671461293;"SOMBRA LIQUIDA PROMOÇÃO";"3104000005810";3;A;P;"";16;""
16671459649;"POTE PROMOÇÃO";"3104000005809";5;A;P;"";0;""
16671458903;"MASCARA DE CILIOS PROMO";"3104000005808";3;A;P;"";7;""
16671456143;"POTE HERMETICO PROMOÇÃO";"3104000005807";12;A;P;"";-1;""
16671454549;"CALÇO P/ PORTA PROMOÇÃO";"3104000005806";6;A;P;"";0;""
16671448489;"DESCANSO DE PANELA PROMOÇÃO";"3104000005805";8;A;P;"";1;""
16671447889;"PRENDEDOR DE CHUPETA PROMOÇÃO";"3104000005804";6;A;P;"";8;""
16671445334;"DESCANSO DE PANELA PROMOÇÃO";"3104000005803";3;A;P;"";6;""
16671439590;"BORBOLETA ADESIVA PROMOÇÃO";"3104000005802";6;A;P;"";5;""
16671434939;"PEGADOR DE AIRFRYER";"3104000005801";6;A;P;"";3;""
16671424994;"BANDEJA / CESTO PROMOÇÃO";"3104000005800";3;A;P;"";3;""
16671421651;"INFUSOR DE CHÃO PROMOÇÃO";"3104000005799";6;A;P;"";-3;""
16671414591;"GILLETE PROMOÇÃO";"3104000005798";12;A;P;"";1;""
16671409342;"MÃOZINHA PARA COÇAR AS COSTA";"3104000005797";6;A;P;"";24;""
16671398778;"ORGANIZADOR DE BANCADA PROMOÇÃO";"3104000005749";6;A;P;"";0;""
16671385333;"URSINHO DECORATIVO";"3104000005748";3;A;P;"";2;""
16671381900;"MINI PORTA JOAIS";"3104000005747";4;A;P;"";1;""
16671370397;"CINZEIRO PROMOÇÃO";"3104000005746";4;A;P;"";15;""
16671364428;"DECORAÇÃO ESCRITO PAZ PROMOÇÃO";"3104000005745";4;A;P;"";2;""
16671363357;"ORGANIZADOR DE CANETAS PROMOÇÃO";"3104000005744";6;A;P;"";1;""
16671359221;"DECORAÇÃO UNICORNIO PROMOÇÃO";"3104000005743";2;A;P;"";12;""
16671356182;"POTE PROMOÇÃO";"3104000005742";6;A;P;"";3;""
16671351016;"COPO DE VIDRO PROMO";"3104000005741";6;A;P;"";157;""
16671349541;"PORTA ESCOVA DE DENTE PROMO";"3104000005740";6;A;P;"";1;""
16671342756;"MINI POTE 3,00";"3104000005738";3;A;P;"";11;""
16671342384;"MINI POTE 6,00";"3104000005737";6;A;P;"";8;""
16671336087;"MINI POTINHOS DE CORAÇÃO";"3104000005736";3;A;P;"";1;""
16671332190;"DESCANSO DE PANELA PROMOÇÃO";"3104000005735";6;A;P;"";2;""
16671328099;"ADESIVO DE PAREDE PROMOÇÃO";"3104000005734";6;A;P;"";10;""
16671326540;"VASO DECORATIVO PROMOÇÃO";"3104000005733";6;A;P;"";0;""
16671308318;"PORTA TRECO INFANTIL PROMOÇÃO";"3104000005732";6;A;P;"";1;""
16671297139;"POTE PORTA OBJETOS PROMOÇÃO";"3104000005731";12;A;P;"";30;""
16671295236;"CASA BIBLIA ESPELHADA";"3104000005730";6;A;P;"";1;""
16671293522;"ABRIDOR DE CERVEJA PROMOÇÃO";"3104000005729";6;A;P;"";1;""
16670342802;"BRINCO PRESSÃO CASCATA PRATA";"3104000005727";12;A;P;"";4;""
16670341757;"BRINCO PRESSÃO CASCATA DOURADA";"3104000005726";12;A;P;"";8;""
16670308355;"BRINCO PRESSÃO GOTA VIENA DOURADA";"3104000005725";12;A;P;"";8;""
16670308354;"BRINCO PRESSÃO GOTA VIENA PRATA";"3104000005724";12;A;P;"";4;""
16670303669;"BRINCO PRESSÃO CANALETA TRIPLA DOURADA";"3104000005723";12;A;P;"";15;""
16670299849;"CABIDE DE VELUDO";"3104000005722";12;A;P;"";20;""
16670298976;"BRINCO PRESSÃO CANALETA TRIPLA PRATA";"3104000005721";12;A;P;"";8;""
16670294881;"BRINCO PRESSÃO";"";12;A;P;"";;""
16670219130;"IP 6 S PLUS | NUDE ROSADA ABERTA";"3104000005796";12;A;P;"";1;""
16670219127;"IP 6 S PLUS | ROSA BEBE";"3104000005795";12;A;P;"";1;""
16670219126;"IP 6 S PLUS | AZUL CLARO ABERTA";"3104000005794";12;A;P;"";1;""
16670219124;"IP 6 S PLUS | AZUL PASTEL ABERTA";"3104000005793";12;A;P;"";2;""
16670219121;"IP 6 S PLUS | VERMELHO ABERTA";"3104000005792";12;A;P;"";1;""
16670219119;"IP 6 S PLUS | VERMELHO";"3104000005791";12;A;P;"";1;""
16670219117;"IP 6 S PLUS | AZUL CANETA";"3104000005790";12;A;P;"";1;""
16670219113;"IP 6 S PLUS | AZUL ACINZENTADA ABERTA";"3104000005789";12;A;P;"";1;""
16670219111;"IP 6 S PLUS | GOIABA ABERTA";"3104000005788";12;A;P;"";2;""
16670219109;"IP 6 S PLUS | COLORIDA";"3104000005787";12;A;P;"";2;""
16670219108;"IP 6 S PLUS | AZUL ESCURO";"3104000005786";12;A;P;"";1;""
16670219107;"IP 6 S PLUS | VERMELHO ESCURO";"3104000005785";12;A;P;"";1;""
16670218553;"IP 6 S PLUS |";"";12;A;P;"";;""
16670216571;"J4 | ROSA PINK";"3104000005720";12;A;P;"";3;""
16670216569;"J4 | BORDÔ";"3104000005719";12;A;P;"";1;""
16670216566;"J4 | AMARELA";"3104000005718";12;A;P;"";2;""
16670216565;"J4 | LARANJA ESCURO";"3104000005717";12;A;P;"";1;""
16670216563;"J4 | PRETA";"3104000005716";12;A;P;"";1;""
16670216560;"J4 | GOIABA";"3104000005715";12;A;P;"";1;""
16670216557;"J4 | TANGERINA ABERTA";"3104000005714";12;A;P;"";1;""
16670216555;"J4 | AZUL ESCURO";"3104000005713";12;A;P;"";1;""
16670216553;"J4 | FÚCSIA";"3104000005712";12;A;P;"";1;""
16670216551;"J4 | VERDE ÁGUA";"3104000005711";12;A;P;"";1;""
16670216550;"J4 | VERDE MUSGO";"3104000005710";12;A;P;"";1;""
16670216548;"J4 | PINK";"3104000005709";12;A;P;"";1;""
16670216545;"J4 | VERDE NEON";"3104000005708";12;A;P;"";1;""
16670216543;"J4 | AZUL CANETA ABERTA";"3104000005707";12;A;P;"";1;""
16670216541;"J4 | LARANJA PASTEL";"3104000005706";12;A;P;"";1;""
16670216538;"J4 | ROXA ABERTA";"3104000005705";12;A;P;"";1;""
16670216536;"J4 | PRETA CARTEIRA";"3104000005704";12;A;P;"";2;""
16670216533;"J4 | ROSA CLARO CARTEIRA";"3104000005703";12;A;P;"";1;""
16670213373;"J4 |";"";12;A;P;"";;""
16670209533;"J5 | PRETO CARTEIRA";"3104000005702";12;A;P;"";4;""
16670209532;"J5 | AZUL CLARO";"3104000005701";12;A;P;"";1;""
16670209531;"J5 | PRETO";"3104000005700";12;A;P;"";1;""
16670209529;"J5 | NUDE ROSADO";"3104000005699";12;A;P;"";1;""
16670209528;"J5 | AMARELA";"3104000005698";12;A;P;"";1;""
16670209526;"J5 | VERDE ÁGUA";"3104000005697";12;A;P;"";2;""
16670209525;"J5 | ROXO";"3104000005696";12;A;P;"";1;""
16670209524;"J5 | VERMELHO";"3104000005695";12;A;P;"";1;""
16670209522;"J5 | VERDE NEON";"3104000005694";12;A;P;"";1;""
16670209521;"J5 | ROSA CLARO";"3104000005693";12;A;P;"";2;""
16670209519;"J5 | ROSA CARTEIRA";"3104000005692";12;A;P;"";1;""
16670209518;"J5 | LAVANDA";"3104000005691";12;A;P;"";1;""
16670209517;"J5 | NUDE";"3104000005690";12;A;P;"";1;""
16670207797;"J5 |";"";12;A;P;"";;""
16670204299;"IP 7/8G | LILAS";"3104000005784";12;A;P;"";1;""
16670204297;"IP 7/8G | LILAS ESCURO";"3104000005783";12;A;P;"";1;""
16670204296;"IP 7/8G | LAVANDA";"3104000005782";12;A;P;"";1;""
16670204295;"IP 7/8G | AZUL ESCURO ABERTA";"3104000005781";12;A;P;"";1;""
16670204293;"IP 7/8G | VERMELHO ABERTA";"3104000005780";12;A;P;"";1;""
16670204291;"IP 7/8G | VERMELHO";"3104000005779";12;A;P;"";1;""
16670204289;"IP 7/8G | ROSA CLARO";"3104000005778";12;A;P;"";1;""
16670204288;"IP 7/8G | VERDE AGUA";"3104000005777";12;A;P;"";1;""
16670204286;"IP 7/8G | VERDE AGUA ABERTA";"3104000005776";12;A;P;"";1;""
16670204284;"IP 7/8G | CINZA CLARO";"3104000005775";12;A;P;"";1;""
16670204282;"IP 7/8G | AZUL CLARO";"3104000005774";12;A;P;"";3;""
16670204281;"IP 7/8G | BRANCO";"3104000005773";12;A;P;"";2;""
16670204279;"IP 7/8G | AMARELO ABERTA";"3104000005772";12;A;P;"";1;""
16670201627;"IP 7/8G |";"";12;A;P;"";;""
16670194805;"VÉU DE NOIVA PREMIUM";"3104000005689";24;A;P;"";12;""
16670194544;"VÉU DE NOIVA";"3104000005688";12;A;P;"";12;""
16670191576;"POMPOM DE TORCIDA";"3104000005687";12;A;P;"";47;""
16670187239;"J2 PRIME | AZUL CANETA";"3104000005771";12;A;P;"";1;""
16670187234;"J2 PRIME | ROSA CLARO";"3104000005770";12;A;P;"";1;""
16670187229;"J2 PRIME | TRANSPARENTE";"3104000005769";12;A;P;"";0;""
16670187224;"J2 PRIME | VERMELHO DE CATEIRA";"3104000005768";12;A;P;"";0;""
16670187216;"J2 PRIME | AMARELO";"3104000005767";12;A;P;"";2;""
16670187214;"J2 PRIME | LAVANDA";"3104000005766";12;A;P;"";1;""
16670187210;"J2 PRIME | NUDE";"3104000005765";12;A;P;"";1;""
16670187207;"J2 PRIME | BRANCO";"3104000005764";12;A;P;"";1;""
16670187205;"J2 PRIME | VERDE AGUA";"3104000005763";12;A;P;"";2;""
16670187201;"J2 PRIME | ROXO";"3104000005762";12;A;P;"";0;""
16670187198;"J2 PRIME | PRETO";"3104000005761";12;A;P;"";2;""
16670187193;"J2 PRIME | ROSA BEBE";"3104000005760";12;A;P;"";2;""
16670187189;"J2 PRIME | ROXO AÇAI";"3104000005759";12;A;P;"";2;""
16670187186;"J2 PRIME | CINZA DE CARTEIRA";"3104000005758";12;A;P;"";1;""
16670186828;"IP 7/8PLUS | MOSTARDA ABERTA";"3104000005686";12;A;P;"";1;""
16670186826;"IP 7/8PLUS | ROSA CHICLETE ABERTA";"3104000005685";12;A;P;"";1;""
16670186824;"IP 7/8PLUS | VERMELHO";"3104000005684";12;A;P;"";1;""
16670186821;"IP 7/8PLUS | PRETO ABERTA";"3104000005683";12;A;P;"";5;""
16670186818;"IP 7/8PLUS | ROXO ESCURO ABERTA";"3104000005682";12;A;P;"";2;""
16670186815;"IP 7/8PLUS | CINZA ESCURO ABERTA";"3104000005681";12;A;P;"";1;""
16670186812;"IP 7/8PLUS | AZUL ESCURO ABERTA";"3104000005680";12;A;P;"";1;""
16670186811;"IP 7/8PLUS | AZUL ACIZENTADO ABERTA";"3104000005679";12;A;P;"";4;""
16670186808;"IP 7/8PLUS | ROSA NEON ABERTA";"3104000005678";12;A;P;"";1;""
16670186804;"IP 7/8PLUS | VERDE NEON ABERTA";"3104000005677";12;A;P;"";1;""
16670186802;"IP 7/8PLUS | GOIABA ABERTA";"3104000005676";12;A;P;"";2;""
16670184405;"J2 PRIME |";"";12;A;P;"";;""
16670183423;"IP 7/8PLUS |";"";12;A;P;"";;""
16670174650;"IP XS | AZUL ACINZENTADO FECHADA";"3104000005757";12;A;P;"";0;""
16670174648;"IP XS | VERDE MILITAR ABERTA";"3104000005756";12;A;P;"";1;""
16670174646;"IP XS | ROSA CLARO FECHADA";"3104000005755";12;A;P;"";1;""
16670174645;"IP XS | VERDE EUCALIPTO FECHADA";"3104000005754";12;A;P;"";1;""
16670174644;"IP XS | LILAS ESCURO FECHADA";"3104000005753";12;A;P;"";4;""
16670174641;"IP XS | ROSA CHICLETE ABERTA";"3104000005752";12;A;P;"";2;""
16670174640;"IP XS | AZUL CLARO FECHADA";"3104000005751";12;A;P;"";1;""
16670174639;"IP XS | BEGE FECHADA";"3104000005750";12;A;P;"";1;""
16670171095;"IP XS |";"";12;A;P;"";;""
16670154060;"PRANCHA ROSA";"3104000005675";24;A;P;"";20;""
16670154056;"PRANCHA ROXO";"3104000005674";24;A;P;"";6;""
16670152598;"PRANCHA";"";24;A;P;"";;""
16670145612;"MINI PRANCHA BRANCO C/ VERDE";"3104000005673";24;A;P;"";1;""
16670145611;"MINI PRANCHA BRANCO C/ PRETO";"3104000005672";24;A;P;"";21;""
16670145609;"MINI PRANCHA AZUL";"3104000005671";24;A;P;"";18;""
16670145605;"MINI PRANCHA ROSA";"3104000005670";24;A;P;"";8;""
16670145603;"MINI PRANCHA ROXO";"3104000000325";24;A;P;"";5;""
16670144690;"SM J2 CORE | NUDE";"3104000005668";12;A;P;"";2;""
16670144688;"SM J2 CORE | PINK";"3104000005667";12;A;P;"";1;""
16670144685;"SM J2 CORE | ROSA BEBÊ";"3104000005666";12;A;P;"";2;""
16670144683;"SM J2 CORE | ROSA CEREJA";"3104000005665";12;A;P;"";2;""
16670144679;"SM J2 CORE | ROXO CLARO";"3104000005664";12;A;P;"";2;""
16670144674;"SM J2 CORE | LILAS ESCURO";"3104000005663";12;A;P;"";2;""
16670138274;"SM J2 CORE |";"";12;A;P;"";;""
16670134729;"LANÇADOR DE BOLINHAS P/ PET";"3104000005662";24;A;P;"";21;""
16670128560;"PELUCIA DE PET";"3104000005661";24;A;P;"";42;""
16670114200;"SILICONE | XS MAX | GOIABA ABERTO";"3104000005660";12;A;P;"";2;""
16670114199;"SILICONE | XS MAX | VERMELHO ESCURO ABERTO";"3104000005659";12;A;P;"";1;""
16670114197;"SILICONE | XS MAX | VERMELHO ABERTO";"3104000005658";12;A;P;"";1;""
16670114195;"SILICONE | XS MAX | AZUL ESCURO ABERTO";"3104000005657";12;A;P;"";1;""
16670114193;"SILICONE | XS MAX | LILAS ESCURO ABERTO";"3104000005656";12;A;P;"";3;""
16670114192;"SILICONE | XS MAX | ROXO AÇAI ABERTO";"3104000005655";12;A;P;"";3;""
16670114189;"SILICONE | XS MAX | LARANJA ESCURO ABERTO";"3104000005654";12;A;P;"";1;""
16670114187;"SILICONE | XS MAX | AMARELO PASTEL ABERTO";"3104000005653";12;A;P;"";1;""
16670114186;"SILICONE | XS MAX | PRETO ABERTO";"3104000005652";12;A;P;"";1;""
16670114182;"SILICONE | XS MAX | BRANCO ABERTO";"3104000005651";12;A;P;"";3;""
16670114178;"SILICONE | XS MAX | PINK ABERTO";"3104000005650";12;A;P;"";1;""
16670108206;"SILICONE | XS MAX |";"";12;A;P;"";;""
16670044946;"SILICONE | IP XR | AZUL ESCURO ABERTO";"3104000005598";12;A;P;"";2;""
16670044944;"SILICONE | IP XR | AZUL ACINZENTADO FECHADO";"3104000005597";12;A;P;"";1;""
16670044940;"SILICONE | IP XR | AZUL ACINZENTADO ABERTO";"3104000005596";12;A;P;"";2;""
16670044938;"SILICONE | IP XR | ROXO ESCURO ABERTO";"3104000005595";12;A;P;"";1;""
16670044935;"SILICONE | IP XR | VERDE NEON";"3104000005594";12;A;P;"";1;""
16670044934;"SILICONE | IP XR | VERMELHO FECHADO";"3104000005593";12;A;P;"";2;""
16670044931;"SILICONE | IP XR | VERMELHO ABERTO";"3104000005592";12;A;P;"";3;""
16670044930;"SILICONE | IP XR | PRETO";"3104000005591";12;A;P;"";1;""
16670044928;"SILICONE | IP XR | AZUL CLARO";"3104000005590";12;A;P;"";1;""
16670040587;"SILICONE | IP XR |";"";12;A;P;"";;""
16670034902;"LAÇO BRASIL";"3104000005628";12;A;P;"";31;""
16670031692;"SILICONE | IP11 | VERDE ESCURO";"3104000005647";12;A;P;"";1;""
16670030221;"SILICONE | IP11PRO | PRETO";"3104000005649";12;A;P;"";0;""
16670028421;"ARQUINHO BRASIL";"3104000005648";12;A;P;"";37;""
16670027455;"SILICONE | IP11 | ROSA CHICLETE";"3104000005646";12;A;P;"";0;""
16670027450;"SILICONE | IP11 | LARANJA ESCURO";"3104000005645";12;A;P;"";0;""
16670027448;"SILICONE | IP11 | AZUL ESCURO";"3104000005644";12;A;P;"";0;""
16670027446;"SILICONE | IP11 | AZUL CLARO";"3104000005643";12;A;P;"";0;""
16670027445;"SILICONE | IP11 | BEGE";"3104000005642";12;A;P;"";0;""
16670027444;"SILICONE | IP11 | VERDE EUCALIPITO";"3104000005641";12;A;P;"";1;""
16670027443;"SILICONE | IP11 | LILÁS ESCURO";"3104000005640";12;A;P;"";0;""
16670027440;"SILICONE | IP11 | LILÁS";"3104000005639";12;A;P;"";0;""
