item;sourceFile;status;reason
40;ChatGPT Image 3 de jul. de 2026, 07_17_34 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de aroma do odorizador; SKU individual nao confirmado no Bling."
41;ChatGPT Image 3 de jul. de 2026, 07_17_34 (2).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de aroma do odorizador; SKU individual nao confirmado no Bling."
42;ChatGPT Image 3 de jul. de 2026, 07_17_34 (3).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de aroma do odorizador; SKU individual nao confirmado no Bling."
43;ChatGPT Image 3 de jul. de 2026, 07_17_34 (4).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de aroma do odorizador; SKU individual nao confirmado no Bling."
44;ChatGPT Image 3 de jul. de 2026, 07_17_34 (5).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de aroma do odorizador; SKU individual nao confirmado no Bling."
45;ChatGPT Image 3 de jul. de 2026, 07_17_47 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de perfume de ambiente; SKU individual nao confirmado no Bling."
46;ChatGPT Image 3 de jul. de 2026, 07_17_47 (2).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de perfume de ambiente; SKU individual nao confirmado no Bling."
47;ChatGPT Image 3 de jul. de 2026, 07_17_47 (3).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de perfume de ambiente; SKU individual nao confirmado no Bling."
48;ChatGPT Image 3 de jul. de 2026, 07_17_47 (4).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de perfume de ambiente; SKU individual nao confirmado no Bling."
49;ChatGPT Image 3 de jul. de 2026, 07_17_47 (5).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Variacao de perfume de ambiente; SKU individual nao confirmado no Bling."
50;ChatGPT Image 3 de jul. de 2026, 07_18_02 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do cabide organizador; produto ja recebeu imagem principal no item 59."
51;ChatGPT Image 3 de jul. de 2026, 07_18_02 (2).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem extra do protetor de calcanhar; produto ja recebeu imagem principal no item 35."
52;ChatGPT Image 3 de jul. de 2026, 07_18_02 (3).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem extra do protetor de calcanhar; produto ja recebeu imagem principal no item 35."
53;ChatGPT Image 3 de jul. de 2026, 07_18_02 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
54;ChatGPT Image 3 de jul. de 2026, 07_18_03 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
55;ChatGPT Image 3 de jul. de 2026, 07_18_14 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
56;ChatGPT Image 3 de jul. de 2026, 07_18_14 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
60;ChatGPT Image 3 de jul. de 2026, 07_18_39 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do dispenser; produto ja recebeu imagem principal no item 96."
61;ChatGPT Image 3 de jul. de 2026, 07_18_39 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
62;ChatGPT Image 3 de jul. de 2026, 07_18_39 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
63;ChatGPT Image 3 de jul. de 2026, 07_18_52 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do perfume La Bella; produto ja recebeu imagem principal no item 107."
64;ChatGPT Image 3 de jul. de 2026, 07_18_52 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
67;ChatGPT Image 3 de jul. de 2026, 07_19_24 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
68;ChatGPT Image 3 de jul. de 2026, 07_19_25 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
69;ChatGPT Image 3 de jul. de 2026, 07_19_25 (5).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa de fonte USB-C 20W; produto ja recebeu imagem principal no item 84."
70;ChatGPT Image 3 de jul. de 2026, 07_19_25 (6).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
71;ChatGPT Image 3 de jul. de 2026, 07_19_26 (7).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do papa bolinha branco; produto ja recebeu imagem principal no item 211."
72;ChatGPT Image 3 de jul. de 2026, 07_20_16 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
73;ChatGPT Image 3 de jul. de 2026, 07_20_16 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
74;ChatGPT Image 3 de jul. de 2026, 07_20_17 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
75;ChatGPT Image 3 de jul. de 2026, 07_20_17 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
76;ChatGPT Image 3 de jul. de 2026, 07_20_17 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
78;ChatGPT Image 3 de jul. de 2026, 07_20_45 (2).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do cabo USB-C; produto ja recebeu imagem principal no item 66."
79;ChatGPT Image 3 de jul. de 2026, 07_20_45 (3).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do cabo V8/Micro USB; produto ja recebeu imagem principal no item 77."
81;ChatGPT Image 3 de jul. de 2026, 07_20_46 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
85;ChatGPT Image 3 de jul. de 2026, 07_20_46 (9).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
86;ChatGPT Image 3 de jul. de 2026, 07_20_47 (10).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
87;ChatGPT Image 3 de jul. de 2026, 07_21_01.png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
90;ChatGPT Image 3 de jul. de 2026, 08_18_38 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
91;ChatGPT Image 3 de jul. de 2026, 08_19_05 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do dispenser; produto ja recebeu imagem principal no item 96."
92;ChatGPT Image 3 de jul. de 2026, 08_19_05 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
93;ChatGPT Image 3 de jul. de 2026, 08_19_05 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
94;ChatGPT Image 3 de jul. de 2026, 08_19_06 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
95;ChatGPT Image 3 de jul. de 2026, 08_19_06 (5).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do perfume Lady Billion; produto ja recebeu imagem principal no item 99."
97;ChatGPT Image 3 de jul. de 2026, 08_20_26 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
98;ChatGPT Image 3 de jul. de 2026, 08_20_26 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
105;ChatGPT Image 3 de jul. de 2026, 08_35_52 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem extra do protetor de calcanhar; produto ja recebeu imagem principal no item 35."
106;ChatGPT Image 3 de jul. de 2026, 08_35_52 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
108;ChatGPT Image 3 de jul. de 2026, 08_36_43 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
109;ChatGPT Image 3 de jul. de 2026, 08_36_43 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
110;ChatGPT Image 3 de jul. de 2026, 08_36_43 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
111;ChatGPT Image 3 de jul. de 2026, 08_36_44 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
112;ChatGPT Image 3 de jul. de 2026, 08_36_44 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
114;ChatGPT Image 3 de jul. de 2026, 13_01_37 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
115;ChatGPT Image 3 de jul. de 2026, 13_01_37 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
116;ChatGPT Image 3 de jul. de 2026, 13_01_38 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
117;ChatGPT Image 3 de jul. de 2026, 13_01_38 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
118;ChatGPT Image 3 de jul. de 2026, 13_02_31 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
119;ChatGPT Image 3 de jul. de 2026, 13_02_31 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
120;ChatGPT Image 3 de jul. de 2026, 13_02_31 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
121;ChatGPT Image 3 de jul. de 2026, 13_02_32 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
122;ChatGPT Image 3 de jul. de 2026, 13_02_32 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
123;ChatGPT Image 3 de jul. de 2026, 13_02_32 (6).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
124;ChatGPT Image 3 de jul. de 2026, 13_02_33 (7).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
125;ChatGPT Image 3 de jul. de 2026, 13_02_33 (8).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
126;ChatGPT Image 3 de jul. de 2026, 13_02_34 (9).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
127;ChatGPT Image 3 de jul. de 2026, 13_02_35 (10).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
128;ChatGPT Image 3 de jul. de 2026, 13_03_33 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
129;ChatGPT Image 3 de jul. de 2026, 13_03_33 (2).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do tapa mamilo de silicone; produto ja recebeu imagem principal no item 130."
131;ChatGPT Image 3 de jul. de 2026, 13_03_34 (4).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do kit frascos para viagem; produto ja recebeu imagem principal no item 135."
133;ChatGPT Image 3 de jul. de 2026, 13_03_49 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
137;ChatGPT Image 3 de jul. de 2026, 13_03_51 (5).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa da luminaria coracao; produto ja recebeu imagem principal no item 220."
139;ChatGPT Image 3 de jul. de 2026, 13_04_07 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
140;ChatGPT Image 3 de jul. de 2026, 13_04_07 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
141;ChatGPT Image 3 de jul. de 2026, 13_04_08 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
143;ChatGPT Image 3 de jul. de 2026, 13_04_32 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
144;ChatGPT Image 3 de jul. de 2026, 13_04_32 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
146;ChatGPT Image 3 de jul. de 2026, 13_04_33 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
147;ChatGPT Image 3 de jul. de 2026, 13_04_33 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
148;ChatGPT Image 3 de jul. de 2026, 13_04_33 (6).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
150;ChatGPT Image 3 de jul. de 2026, 13_05_20 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
151;ChatGPT Image 3 de jul. de 2026, 13_05_20 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
152;ChatGPT Image 3 de jul. de 2026, 13_06_05 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
153;ChatGPT Image 3 de jul. de 2026, 13_06_05 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
154;ChatGPT Image 3 de jul. de 2026, 13_06_06 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
155;ChatGPT Image 3 de jul. de 2026, 13_06_06 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
156;ChatGPT Image 3 de jul. de 2026, 13_06_27 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
157;ChatGPT Image 3 de jul. de 2026, 13_06_27 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
158;ChatGPT Image 3 de jul. de 2026, 13_06_28 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
159;ChatGPT Image 3 de jul. de 2026, 13_06_28 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
160;ChatGPT Image 3 de jul. de 2026, 13_06_29 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
161;ChatGPT Image 3 de jul. de 2026, 13_07_25 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
162;ChatGPT Image 3 de jul. de 2026, 13_07_25 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
163;ChatGPT Image 3 de jul. de 2026, 13_07_26 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
164;ChatGPT Image 3 de jul. de 2026, 13_07_26 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
165;ChatGPT Image 3 de jul. de 2026, 13_07_26 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
166;ChatGPT Image 3 de jul. de 2026, 13_07_26 (6).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
167;ChatGPT Image 3 de jul. de 2026, 13_07_30 (7).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
168;ChatGPT Image 3 de jul. de 2026, 13_07_53 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
169;ChatGPT Image 3 de jul. de 2026, 13_07_53 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
172;ChatGPT Image 3 de jul. de 2026, 13_08_12 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
173;ChatGPT Image 3 de jul. de 2026, 13_08_12 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
174;ChatGPT Image 3 de jul. de 2026, 13_08_13 (3).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa do mini robo aspirador branco; produto ja recebeu imagem principal no item 216."
175;ChatGPT Image 3 de jul. de 2026, 13_08_13 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
176;ChatGPT Image 3 de jul. de 2026, 13_08_13 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
178;ChatGPT Image 3 de jul. de 2026, 13_08_28 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
180;ChatGPT Image 3 de jul. de 2026, 13_08_28 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
182;ChatGPT Image 3 de jul. de 2026, 13_08_42 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
183;ChatGPT Image 3 de jul. de 2026, 13_08_42 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
184;ChatGPT Image 3 de jul. de 2026, 13_08_42 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
185;ChatGPT Image 3 de jul. de 2026, 13_08_43 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
186;ChatGPT Image 3 de jul. de 2026, 13_08_43 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
189;ChatGPT Image 3 de jul. de 2026, 13_09_04 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
190;ChatGPT Image 3 de jul. de 2026, 13_09_05 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
191;ChatGPT Image 3 de jul. de 2026, 13_09_05 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
194;ChatGPT Image 3 de jul. de 2026, 13_09_22 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
195;ChatGPT Image 3 de jul. de 2026, 13_09_23 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
196;ChatGPT Image 3 de jul. de 2026, 13_09_23 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
197;ChatGPT Image 3 de jul. de 2026, 13_09_49 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
198;ChatGPT Image 3 de jul. de 2026, 13_09_49 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
199;ChatGPT Image 3 de jul. de 2026, 13_09_50 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
200;ChatGPT Image 3 de jul. de 2026, 13_09_50 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
201;ChatGPT Image 3 de jul. de 2026, 13_09_52 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
202;ChatGPT Image 3 de jul. de 2026, 13_10_08 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
203;ChatGPT Image 3 de jul. de 2026, 13_10_08 (2).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem extra do relicario redondo dourado; produto ja recebeu imagem principal no item 188."
204;ChatGPT Image 3 de jul. de 2026, 13_10_08 (3).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
205;ChatGPT Image 3 de jul. de 2026, 13_10_09 (4).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem extra do relicario coracao prata; produto ja recebeu imagem principal no item 187."
206;ChatGPT Image 3 de jul. de 2026, 13_10_09 (5).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
207;ChatGPT Image 3 de jul. de 2026, 13_10_26 (1).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa de anel de cabelo dourado; produto ja recebeu imagem principal no item 223."
213;ChatGPT Image 3 de jul. de 2026, 13_10_44 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
215;ChatGPT Image 3 de jul. de 2026, 13_10_44 (3).png;DUPLICADA_OU_VARIACAO_PENDENTE;"Imagem alternativa da pulseira turquesa; produto ja recebeu imagem principal no item 214."
217;ChatGPT Image 3 de jul. de 2026, 13_11_50 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
219;ChatGPT Image 3 de jul. de 2026, 13_11_52 (4).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
224;ChatGPT Image 3 de jul. de 2026, 13_12_30 (1).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
225;ChatGPT Image 3 de jul. de 2026, 13_12_31 (2).png;PENDENTE_REVISAO;Sem correspondencia segura com SKU unico no export local do Bling. Precisa revisar antes de associar.
