productId,sku,slug,productName,category,categoryName,subcategory,subcategoryName,price,stock,blingStatus,color,flavor,variation,currentImage,imageSource,imageScore,imageStatus,descriptionStatus,desiredFileName
16666351572,3104000004755,vibrador-sexy-controle-rosa,VIBRADOR SEXY CONTROLE ROSA,sex-shop,Linha Adulto,sex-shop-vibradores,Vibradores,12,4,A,Rosa,,Rosa,/uploads/products/vibrador-sexy-controle-cores.png,MAPPING_ID,1.00,IMAGEM_GENERICA_KA,DESCRICAO_OK,vibrador-sexy-controle-rosa-3104000004755.jpg
16666351358,3104000004754,vibrador-sexy-controle-marrom,VIBRADOR SEXY CONTROLE MARROM,sex-shop,Linha Adulto,sex-shop-vibradores,Vibradores,12,1,A,Marrom,,Marrom,/uploads/products/vibrador-sexy-controle-cores.png,MAPPING_ID,1.00,IMAGEM_GENERICA_KA,DESCRICAO_GENERICA,vibrador-sexy-controle-marrom-3104000004754.jpg
16666351227,3104000004753,vibrador-sexy-controle-branco,VIBRADOR SEXY CONTROLE BRANCO,sex-shop,Linha Adulto,sex-shop-vibradores,Vibradores,12,2,A,Branco,,Branco,/uploads/products/vibrador-sexy-controle-cores.png,MAPPING_ID,1.00,IMAGEM_GENERICA_KA,DESCRICAO_GENERICA,vibrador-sexy-controle-branco-3104000004753.jpg
16666350309,3104000004752,vibrador-sexy-controle-vermelho,VIBRADOR SEXY CONTROLE VERMELHO,sex-shop,Linha Adulto,sex-shop-vibradores,Vibradores,12,8,A,Vermelho,,Vermelho,/uploads/products/vibrador-sexy-controle-cores.png,MAPPING_ID,1.00,IMAGEM_GENERICA_KA,DESCRICAO_GENERICA,vibrador-sexy-controle-vermelho-3104000004752.jpg
16666349946,3104000004751,vibrador-golfinho-rosa,VIBRADOR GOLFINHO ROSA,sex-shop,Linha Adulto,sex-shop-vibradores,Vibradores,12,1,A,Rosa,,Rosa,/uploads/products/vibrador-golfinho-rosa.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,vibrador-golfinho-rosa-3104000004751.jpg
16666345310,3104000004750,mini-vibrador-sexy,MINI VIBRADOR SEXY,sex-shop,Linha Adulto,sex-shop-vibradores,Vibradores,12,1,A,,,,/uploads/products/vibrador-sexy-controle-cores.png,NAME_MATCH,0.67,IMAGEM_GENERICA_KA,DESCRICAO_GENERICA,mini-vibrador-sexy-3104000004750.jpg
16666344865,3104000004749,anel-peniano-sexy-ursinho-preto,ANEL PENIANO SEXY URSINHO PRETO,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,3,A,Preto,,Preto,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,anel-peniano-sexy-ursinho-preto-3104000004749.jpg
16666344667,3104000004748,anel-peniano-sexy-ursinho-transp,ANEL PENIANO SEXY URSINHO TRANSP.,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,3,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,anel-peniano-sexy-ursinho-transp-3104000004748.jpg
16666344242,3104000004747,anel-peniano-sexy-bolinha-transp,ANEL PENIANO SEXY BOLINHA TRANSP.,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,2,A,,,,/uploads/products/anel-peniano-bolinha-cores.png,MAPPING_ID,1.00,IMAGEM_GENERICA_KA,DESCRICAO_OK,anel-peniano-sexy-bolinha-transp-3104000004747.jpg
16666344004,3104000004746,anel-peniano-sexy-bolinha-rosa,ANEL PENIANO SEXY BOLINHA ROSA,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,2,A,Rosa,,Rosa,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,anel-peniano-sexy-bolinha-rosa-3104000004746.jpg
16666343091,3104000004745,anel-peniano-sexy-bolinha-preto,ANEL PENIANO SEXY BOLINHA PRETO,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,3,A,Preto,,Preto,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,anel-peniano-sexy-bolinha-preto-3104000004745.jpg
16666342904,3104000004744,dedeira-com-textura-sexy-roxo,DEDEIRA COM TEXTURA SEXY ROXO,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,1,A,Roxo,,Roxo,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,dedeira-com-textura-sexy-roxo-3104000004744.jpg
16666342654,3104000004743,dedeira-com-textura-sexy-rosa,DEDEIRA COM TEXTURA SEXY ROSA,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,3,A,Rosa,,Rosa,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,dedeira-com-textura-sexy-rosa-3104000004743.jpg
16666342377,3104000004742,anel-peniano-rosa-de-orelha,ANEL PENIANO ROSA DE ORELHA,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,16,A,Rosa,,Rosa,/uploads/products/anel-peniano-orelha-rosa-roxo.png,MAPPING_ID,1.00,IMAGEM_GENERICA_KA,DESCRICAO_OK,anel-peniano-rosa-de-orelha-3104000004742.jpg
16666342223,3104000004741,anel-peniano-roxo-de-orelha,ANEL PENIANO ROXO DE ORELHA,sex-shop,Linha Adulto,sex-shop-aneis,Anéis Penianos,12,9,A,Roxo,,Roxo,/uploads/products/anel-peniano-orelha-cores.png,MAPPING_ID,1.00,IMAGEM_GENERICA_KA,DESCRICAO_OK,anel-peniano-roxo-de-orelha-3104000004741.jpg
16666340000,3104000004740,algema-prata-tradicional,ALGEMA PRATA TRADICIONAL,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,0,A,Prata,,Prata,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,algema-prata-tradicional-3104000004740.jpg
16666339674,3104000004739,algema-preta-veludo,ALGEMA PRETA VELUDO,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,17,5,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,algema-preta-veludo-3104000004739.jpg
16666339520,3104000004738,algema-vermelha-veludo,ALGEMA VERMELHA VELUDO,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,17,5,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,algema-vermelha-veludo-3104000004738.jpg
16666339307,3104000004737,algema-branca-veludo,ALGEMA BRANCA VELUDO,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,17,2,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,algema-branca-veludo-3104000004737.jpg
16666339092,3104000004736,algema-rosa-veludo,ALGEMA ROSA VELUDO,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,17,3,A,Rosa,,Rosa,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,algema-rosa-veludo-3104000004736.jpg
16666338734,3104000004735,algema-onca-veludo,ALGEMA ONÇA VELUDO,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,17,10,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,algema-onca-veludo-3104000004735.jpg
16666333232,3104000004734,conjunto-colar-brinco-brasil,CONJUNTO COLAR + BRINCO BRASIL,bijuterias,Bijuterias,,,24,35,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,conjunto-colar-brinco-brasil-3104000004734.jpg
16666288324,3104000004733,cachecol-liso,CACHECOL LISO,acessorios-inverno,Acessórios de Inverno,,,24,31,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,cachecol-liso-3104000004733.jpg
16666285483,3104000004732,broche-do-brasil,BROCHE DO BRASIL,bijuterias,Bijuterias,,,12,36,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,broche-do-brasil-3104000004732.jpg
16666284001,3104000004731,bracelete-do-brasil,BRACELETE DO BRASIL,bijuterias,Bijuterias,,,12,45,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,bracelete-do-brasil-3104000004731.jpg
16666279944,3104000004730,pulseira-missanga-do-brasil,PULSEIRA MISSANGA DO BRASIL,bijuterias,Bijuterias,,,12,56,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,pulseira-missanga-do-brasil-3104000004730.jpg
16666277821,3104000004729,faixa-brasil,FAIXA BRASIL,bijuterias,Bijuterias,,,12,41,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,faixa-brasil-3104000004729.jpg
16666276471,3104000004728,adesivo-brasil,ADESIVO BRASIL,bijuterias,Bijuterias,,,12,24,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,adesivo-brasil-3104000004728.jpg
16666189653,3104000004727,virginite-gel,VIRGINITE GEL,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,2,A,,,,/uploads/products/virginite-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,virginite-gel-3104000004727.jpg
16666189191,3104000004726,anosex-gel,ANOSEX GEL,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,1,A,,,,/uploads/products/amoxsex-gel.png,STATIC,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,anosex-gel-3104000004726.jpg
16666188473,3104000004725,gel-chines-sexy,GEL CHINÊS SEXY,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,1,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,gel-chines-sexy-3104000004725.jpg
16666186258,3104000004724,pau-erguido-sexy,PAU ERGUIDO SEXY,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,1,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,pau-erguido-sexy-3104000004724.jpg
16666185629,3104000004723,dando-uma-gostoso-gel,DANDO UMA GOSTOSO GEL,bijuterias,Bijuterias,,,12,3,A,,,,/uploads/products/dando-uma-gostoso-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,dando-uma-gostoso-gel-3104000004723.jpg
16666182305,3104000004722,lone-anel-gel,LONE ANEL GEL,bijuterias,Bijuterias,,,12,3,A,,,,/uploads/products/come-anel-gel.png,STATIC,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,lone-anel-gel-3104000004722.jpg
16666181989,3104000004721,qy-morango-gel,QY MORANGO GEL,bijuterias,Bijuterias,,,12,6,A,,Morango,Morango,/uploads/products/yummy-morango-gel-termico-15ml.png,NAME_MATCH,0.67,IMAGEM_RUIM,DESCRICAO_GENERICA,qy-morango-gel-3104000004721.jpg
16666181502,3104000004720,gel-sensual,GEL SENSUAL,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,6,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,gel-sensual-3104000004720.jpg
16666181276,3104000004719,hot-ice-gel,HOT ICE GEL,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,3,A,,,,/uploads/products/hot-ice-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,hot-ice-gel-3104000004719.jpg
16666181025,3104000004718,sempre-virgem-gel,SEMPRE VIRGEM GEL,bijuterias,Bijuterias,,,12,3,A,,,,/uploads/products/sempre-virgem-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,sempre-virgem-gel-3104000004718.jpg
16666180810,3104000004717,mais-bumbum-gel,MAIS BUMBUM GEL,bijuterias,Bijuterias,,,12,6,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,mais-bumbum-gel-3104000004717.jpg
16666180492,3104000004716,nabucetao-gel,NABUCETÃO GEL,bijuterias,Bijuterias,,,12,2,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,nabucetao-gel-3104000004716.jpg
16666180138,3104000004715,mete-ficha-gel,METE FICHA GEL,bijuterias,Bijuterias,,,12,2,A,,,,/uploads/products/mete-ficha-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,mete-ficha-gel-3104000004715.jpg
16665984866,3104000004714,pererecard,PERERECARD,bijuterias,Bijuterias,,,12,6,A,,,,/uploads/products/pererecard-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,pererecard-3104000004714.jpg
16665984372,3104000004713,vamos-ser-feliz-gel,VAMOS SER FELIZ GEL,bijuterias,Bijuterias,,,12,6,A,,,,/uploads/products/vamos-ser-feliz-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,vamos-ser-feliz-gel-3104000004713.jpg
16665983308,3104000004712,fofatoba-gel,FOFATOBA GEL,bijuterias,Bijuterias,,,12,8,A,,,,/uploads/products/fofatoba-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,fofatoba-gel-3104000004712.jpg
16665981972,3104000004711,paracetaduro-sexy,PARACETADURO SEXY,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,4,A,,,,/uploads/products/paracetaduro-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,paracetaduro-sexy-3104000004711.jpg
16665981290,3104000004710,pirocaxona-gel,PIROCAXONA GEL,bijuterias,Bijuterias,,,12,2,A,,,,/uploads/products/pirocaexana-gel.png,STATIC,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,pirocaxona-gel-3104000004710.jpg
16665980303,3104000004709,pirocadura-gel,PIROCADURA GEL,bijuterias,Bijuterias,,,12,3,A,,,,/uploads/products/pirocadura-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,pirocadura-gel-3104000004709.jpg
16665979397,3104000004708,jonumete-gel,JONUMETE GEL,bijuterias,Bijuterias,,,12,4,A,,,,/uploads/products/janumete-gel.png,STATIC,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,jonumete-gel-3104000004708.jpg
16665978375,3104000004707,beijo-grego-gel,BEIJO GREGO GEL,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,4,A,,,,/uploads/products/beijo-grego-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,beijo-grego-gel-3104000004707.jpg
16665977809,3104000004706,anis-sex-gel,ANIS SEX GEL,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,10,A,,,,/uploads/products/anis-sex-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,anis-sex-gel-3104000004706.jpg
16665975869,3104000004705,metioulate-gel,METIOULATE GEL,bijuterias,Bijuterias,,,12,4,A,,,,/uploads/products/metioulate-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,metioulate-gel-3104000004705.jpg
16665975199,3104000004704,rivosex-gel,RIVOSEX GEL,bijuterias,Bijuterias,,,12,8,A,,,,/uploads/products/rivosex-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,rivosex-gel-3104000004704.jpg
16665973621,3104000004703,kama-sutra-gel,KAMA SUTRA GEL,bijuterias,Bijuterias,,,12,11,A,,,,/uploads/products/kama-sutra-gel.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,kama-sutra-gel-3104000004703.jpg
16665920073,3104000004702,garganta-profunda-maca-verde,GARGANTA PROFUNDA MAÇA VERDE,sex-shop,Linha Adulto,sex-shop-balas-liquidas,Balas Líquidas,17,6,A,Verde,Maçã Verde,Verde | Maçã Verde,/uploads/products/garganta-profunda-maca-verde.png,NAME_MATCH,1.00,PRECISA_REVISAO_MANUAL,DESCRICAO_GENERICA,garganta-profunda-maca-verde-3104000004702.jpg
16665919468,3104000004701,garganta-profunda-morango-com-lichia,GARGANTA PROFUNDA MORANGO COM LICHIA,sex-shop,Linha Adulto,sex-shop-balas-liquidas,Balas Líquidas,17,7,A,,Morango,Morango,/uploads/products/garganta-profunda-morango-lichia.png,NAME_MATCH,1.00,PRECISA_REVISAO_MANUAL,DESCRICAO_GENERICA,garganta-profunda-morango-com-lichia-3104000004701.jpg
16665917438,3104000004700,lub-plus-gel15ml,LUB-PLUS GEL15ML,bijuterias,Bijuterias,,,12,13,A,,,,/uploads/products/lub-plus-100ml.png,NAME_MATCH,0.67,IMAGEM_RUIM,DESCRICAO_GENERICA,lub-plus-gel15ml-3104000004700.jpg
16665916691,3104000004699,lub-plus-gel-100ml,LUB-PLUS GEL 100ML,bijuterias,Bijuterias,,,17,10,A,,,,/uploads/products/lub-plus-100ml.png,NAME_MATCH,0.75,IMAGEM_RUIM,DESCRICAO_GENERICA,lub-plus-gel-100ml-3104000004699.jpg
16665874523,3104000004698,k-med-gel-intimo,K-MED GEL INTIMO,sex-shop,Linha Adulto,sex-shop-lubrificantes,Lubrificantes,17,8,A,,,,/uploads/products/k-med-gel-intimo.png,MAPPING_SKU,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,k-med-gel-intimo-3104000004698.jpg
16665846287,3104000004697,masturbador-egg-verde-sexy,MASTURBADOR EGG VERDE SEXY,sex-shop,Linha Adulto,sex-shop-masturbadores,Masturbadores,12,1,A,Verde,,Verde,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,masturbador-egg-verde-sexy-3104000004697.jpg
16665845000,3104000004696,masturbador-egg-bege-sexy,MASTURBADOR EGG BEGE SEXY,sex-shop,Linha Adulto,sex-shop-masturbadores,Masturbadores,12,10,A,Bege,,Bege,/uploads/products/egg-silky.png,STATIC,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,masturbador-egg-bege-sexy-3104000004696.jpg
16665844281,3104000004695,masturbador-egg-roxo-sexy,MASTURBADOR EGG ROXO SEXY,sex-shop,Linha Adulto,sex-shop-masturbadores,Masturbadores,12,7,A,Roxo,,Roxo,/uploads/products/egg-wavy.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,masturbador-egg-roxo-sexy-3104000004695.jpg
16665843407,3104000004694,masturbador-egg-rosa-sexy,MASTURBADOR EGG ROSA SEXY,sex-shop,Linha Adulto,sex-shop-masturbadores,Masturbadores,12,3,A,Rosa,,Rosa,/uploads/products/egg-stepper.png,MAPPING_ID,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,masturbador-egg-rosa-sexy-3104000004694.jpg
16665820670,3104000004693,creme-adstringente-sexy,CREME ADSTRINGENTE SEXY,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,2,A,Creme,,Creme,/uploads/products/close-love-15g.png,STATIC,1.00,OK_IMAGEM_BOA,DESCRICAO_OK,creme-adstringente-sexy-3104000004693.jpg
16665811415,3104000004692,creme-dessensibilizante,CREME DESSENSIBILIZANTE,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,11,A,Creme,,Creme,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,creme-dessensibilizante-3104000004692.jpg
16665810318,3104000004691,creme-multifuncoes-sexy,CREME MULTIFUNÇÕES SEXY,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,6,A,Creme,,Creme,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,creme-multifuncoes-sexy-3104000004691.jpg
16665809574,3104000004690,creme-feminino-sexy,CREME FEMININO SEXY,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,4,A,Creme,,Creme,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,creme-feminino-sexy-3104000004690.jpg
16665732164,3104000004689,bota-de-chuva-para-tenis,BOTA DE CHUVA PARA TÊNIS,bijuterias,Bijuterias,,,12,300,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,bota-de-chuva-para-tenis-3104000004689.jpg
16665484981,3104000004688,pau-de-cavalo-spray-40ml-sexy,PAU DE CAVALO SPRAY 40ML SEXY,sex-shop,Linha Adulto,sex-shop-geis-e-cremes,Géis & Cremes,12,9,A,,,,/uploads/products/pau-de-cavalo-spray-40ml.png,NAME_MATCH,0.80,PRECISA_REVISAO_MANUAL,DESCRICAO_GENERICA,pau-de-cavalo-spray-40ml-sexy-3104000004688.jpg
16663860735,3104000004687,pulseira-premium,PULSEIRA PREMIUM,bijuterias,Bijuterias,,,24,12,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,pulseira-premium-3104000004687.jpg
16663808241,3104000004686,laco-brasil,LAÇO BRASIL,bijuterias,Bijuterias,,,8,28,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,laco-brasil-3104000004686.jpg
16663594524,3104000004685,carimbo-de-francesinha,CARIMBO DE FRANCESINHA,bijuterias,Bijuterias,,,12,12,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,carimbo-de-francesinha-3104000004685.jpg
16663291910,3104000004684,vale-presente-50-00,"VALE PRESENTE 50,00",bijuterias,Bijuterias,,,50,1,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,vale-presente-50-00-3104000004684.jpg
16663291350,3104000004683,vale-presente-200-00,"VALE PRESENTE 200,00",bijuterias,Bijuterias,,,200,1,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,vale-presente-200-00-3104000004683.jpg
16663288574,3104000004682,vale-presente-100-00,"VALE PRESENTE 100,00",bijuterias,Bijuterias,,,100,0,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,vale-presente-100-00-3104000004682.jpg
16663203249,3104000004681,tapete-escorredor-de-copos,TAPETE ESCORREDOR DE COPOS,bijuterias,Bijuterias,,,24,9,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,tapete-escorredor-de-copos-3104000004681.jpg
16662984864,3104000004680,calcinha-com-cinta,CALCINHA COM CINTA,lingerie,Lingerie,,,17,58,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,calcinha-com-cinta-3104000004680.jpg
16662870496,3104000004679,vaso-decorativo-60-00,"VASO DECORATIVO 60,00",bijuterias,Bijuterias,,,60,-1,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,vaso-decorativo-60-00-3104000004679.jpg
16662870006,3104000004678,vaso-decorativo-72-00,"VASO DECORATIVO 72,00",bijuterias,Bijuterias,,,72,-1,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,vaso-decorativo-72-00-3104000004678.jpg
16662803847,3104000004676,chinelo-havaianas-branca,CHINELO HAVAIANAS BRANCA,bijuterias,Bijuterias,,,24,32,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,chinelo-havaianas-branca-3104000004676.jpg
16662752361,3104000004677,cesta-dia-dos-namorados,CESTA DIA DOS NAMORADOS,bijuterias,Bijuterias,,,194,1,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,cesta-dia-dos-namorados-3104000004677.jpg
16662670632,3104000004675,chinelo-de-time,CHINELO DE TIME,bijuterias,Bijuterias,,,24,46,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,chinelo-de-time-3104000004675.jpg
16662668538,3104000004674,colar-couro-comprido,COLAR COURO COMPRIDO,bijuterias,Bijuterias,,,12,82,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,colar-couro-comprido-3104000004674.jpg
16662596168,3104000004673,escova-eletrica-de-dente,ESCOVA ELETRICA DE DENTE,bijuterias,Bijuterias,,,24,18,A,,,,,NONE,,SEM_IMAGEM,DESCRICAO_GENERICA,escova-eletrica-de-dente-3104000004673.jpg
